date,project,volume
2023-12-19,toobit,1133333434.1638663
2023-12-20,toobit,950865794.8988296
2023-12-21,toobit,1271270053.0340502
2023-12-22,toobit,1331675418.1756065
2023-12-23,toobit,1200952101.234205
2023-12-24,toobit,842650513.196635
2023-12-25,toobit,881312498.9815556
2023-12-26,toobit,1107697645.2803502
2023-12-27,toobit,1213259224.382498
2023-12-28,toobit,1100172928.3634448
2023-12-29,toobit,766616033.1829004
2023-12-30,toobit,683951844.6342715
2023-12-31,toobit,411838658.7505417
2024-01-01,toobit,454020277.3467808
2024-01-02,toobit,657716729.6379257
2024-01-03,toobit,834582131.6743716
2024-01-04,toobit,1155085595.2262778
2024-01-05,toobit,903833223.5476164
2023-01-07,upbit,675658228.1218927
2023-01-08,upbit,407131232.5491943
2023-01-09,upbit,1026291918.568889
2023-01-10,upbit,1675129156.6437504
2023-01-11,upbit,1340451015.2889993
2023-01-12,upbit,1523168531.029541
2023-01-13,upbit,1793476311.9377449
2023-01-14,upbit,3087829992.382954
2023-01-15,upbit,4589541666.876876
2023-01-16,upbit,3446388538.5942345
2023-01-17,upbit,2303305076.045983
2023-01-18,upbit,2366448257.143876
2023-01-19,upbit,2666517791.3531284
2023-01-20,upbit,1931133556.7713404
2023-01-21,upbit,2944531457.326011
2023-01-22,upbit,2901169522.0605173
2023-01-23,upbit,3870637143.4351215
2023-01-24,upbit,4154402411.336746
2023-01-25,upbit,4606132163.395958
2023-01-26,upbit,4800035020.213455
2023-01-27,upbit,3606640252.157181
2023-01-28,upbit,3568382833.450544
2023-01-29,upbit,1660603813.1169882
2023-01-30,upbit,1882244849.3537447
2023-01-31,upbit,2393186373.1501565
2023-02-01,upbit,1861337929.091804
2023-02-02,upbit,3027379462.202639
2023-02-03,upbit,2882277052.716331
2023-02-04,upbit,3605610613.666997
2023-02-05,upbit,2621859333.190828
2023-02-06,upbit,5234948763.584089
2023-02-07,upbit,3353034424.26687
2023-02-08,upbit,3120966196.3817387
2023-02-09,upbit,2714495690.408957
2023-02-10,upbit,3596990737.614247
2023-02-11,upbit,1720446196.5546942
2023-02-12,upbit,1039984584.7166044
2023-02-13,upbit,1609997259.8610177
2023-02-14,upbit,1358712862.84259
2023-02-15,upbit,2131784771.443647
2023-02-16,upbit,3738051618.978329
2023-02-17,upbit,3094351633.931396
2023-02-18,upbit,2247299074.6430182
2023-02-19,upbit,1623759989.7521038
2023-02-20,upbit,3295760968.682624
2023-02-21,upbit,3875868581.7439566
2023-02-22,upbit,3600765299.50087
2023-02-23,upbit,2592947124.6157074
2023-02-24,upbit,2556574130.6808405
2023-02-25,upbit,3431580451.565171
2023-02-26,upbit,1749529656.139634
2023-02-27,upbit,1230174196.6124902
2023-02-28,upbit,2020748633.746708
2023-03-01,upbit,1522651585.011839
2023-03-02,upbit,1806225690.1927392
2023-03-03,upbit,2526683944.3340364
2023-03-04,upbit,1072719865.5808532
2023-03-05,upbit,961056917.8165448
2023-03-06,upbit,803475855.2291007
2023-03-07,upbit,787342374.441629
2023-03-08,upbit,1575560368.9935844
2023-03-09,upbit,1362802324.0781074
2023-03-10,upbit,1685340628.1612103
2023-03-11,upbit,1428050664.1578903
2023-03-12,upbit,838063592.734857
2023-03-13,upbit,1577832346.6169293
2023-03-14,upbit,2914603469.943779
2023-03-15,upbit,3545614034.746433
2023-03-16,upbit,2434700642.8667483
2023-03-17,upbit,1691076673.8789482
2023-03-18,upbit,3496985406.5890203
2023-03-19,upbit,2557116011.2376533
2023-03-20,upbit,3551896086.108407
2023-03-21,upbit,2207754187.1724687
2023-03-22,upbit,3511593564.1738744
2023-03-23,upbit,2523736647.617236
2023-03-24,upbit,1980302544.177664
2023-03-25,upbit,1964226910.3592384
2023-03-26,upbit,1496357273.6502552
2023-03-27,upbit,1356145389.2881143
2023-03-28,upbit,2108514854.32444
2023-03-29,upbit,1992184003.3629448
2023-03-30,upbit,4107365181.657367
2023-03-31,upbit,2320526628.224997
2023-04-01,upbit,3186869171.0591035
2023-04-02,upbit,2663652702.1537814
2023-04-03,upbit,1793879868.0888565
2023-04-04,upbit,2912335012.792075
2023-04-05,upbit,3015744255.951799
2023-04-06,upbit,3596758562.4851427
2023-04-07,upbit,3797688912.919045
2023-04-08,upbit,1858274793.1175869
2023-04-09,upbit,1610068691.561931
2023-04-10,upbit,1101568064.5566325
2023-04-11,upbit,2066701869.9384544
2023-04-12,upbit,1739865764.4509082
2023-04-13,upbit,1711578933.8103688
2023-04-14,upbit,1678271738.463545
2023-04-15,upbit,1768107684.380345
2023-04-16,upbit,1029678886.8504692
2023-04-17,upbit,1362317884.0581698
2023-04-18,upbit,1687670180.1907449
2023-04-19,upbit,1399024331.8418362
2023-04-20,upbit,1932194059.4484715
2023-04-21,upbit,3166808179.010569
2023-04-22,upbit,2391500577.169075
2023-04-23,upbit,1300784381.1698017
2023-04-24,upbit,938438483.672193
2023-04-25,upbit,1197023714.9115007
2023-04-26,upbit,1682986888.2819915
2023-04-27,upbit,1886586490.2927616
2023-04-28,upbit,1149030978.164749
2023-04-29,upbit,937286771.3646196
2023-04-30,upbit,690567701.8381021
2023-05-01,upbit,863468062.5899423
2023-05-02,upbit,664660202.5900503
2023-05-03,upbit,733524018.3561015
2023-05-04,upbit,1294833069.036809
2023-05-05,upbit,773792899.7024055
2023-05-06,upbit,1113211024.6369054
2023-05-07,upbit,1118380235.789013
2023-05-08,upbit,898354680.5153146
2023-05-09,upbit,1084249064.7367532
2023-05-10,upbit,1177418705.7349894
2023-05-11,upbit,1362663178.3433752
2023-05-12,upbit,1065997245.8739358
2023-05-13,upbit,837600737.980322
2023-05-14,upbit,434153616.9314292
2023-05-15,upbit,637420922.1934896
2023-05-16,upbit,712160307.8737543
2023-05-17,upbit,685047619.1187137
2023-05-18,upbit,914153551.8803644
2023-05-19,upbit,904350796.954862
2023-05-20,upbit,530361369.9751362
2023-05-21,upbit,363098718.04479885
2023-05-22,upbit,593907117.978538
2023-05-23,upbit,636720281.0816827
2023-05-24,upbit,604332103.7533386
2023-05-25,upbit,722703293.1346561
2023-05-26,upbit,495814903.0959185
2023-05-27,upbit,402736634.5511578
2023-05-28,upbit,407651823.9106812
2023-05-29,upbit,771257365.3647963
2023-05-30,upbit,646947275.8213108
2023-05-31,upbit,848276351.4354614
2023-06-01,upbit,678373205.5384058
2023-06-02,upbit,593573271.6180294
2023-06-03,upbit,480430183.67643744
2023-06-04,upbit,496039047.9055782
2023-06-05,upbit,670335376.785198
2023-06-06,upbit,1420512564.8697777
2023-06-07,upbit,1338520019.0354047
2023-06-08,upbit,1221681641.3975606
2023-06-09,upbit,644111498.2689952
2023-06-10,upbit,1563303655.737788
2023-06-11,upbit,1002446177.0553582
2023-06-12,upbit,682506288.2886055
2023-06-13,upbit,734080549.132374
2023-06-14,upbit,968949443.3700836
2023-06-15,upbit,971241858.3687048
2023-06-16,upbit,785228834.2809819
2023-06-17,upbit,837709803.1177156
2023-06-18,upbit,566016499.4423473
2023-06-19,upbit,502508919.8037261
2023-06-20,upbit,570782623.2614007
2023-06-21,upbit,1262131591.626088
2023-06-22,upbit,1906172681.334678
2023-06-23,upbit,1470683605.0111828
2023-06-24,upbit,2991139689.7284
2023-06-25,upbit,3242925415.797858
2023-06-26,upbit,1938949387.9742515
2023-06-27,upbit,1682842595.919322
2023-06-28,upbit,1469974598.4490042
2023-06-29,upbit,1062606163.0286834
2023-06-30,upbit,2152174335.116926
2023-07-01,upbit,4787225107.769208
2023-07-02,upbit,2642763712.9234715
2023-07-03,upbit,1676474480.164323
2023-07-04,upbit,1601722021.0333104
2023-07-05,upbit,1884251945.203261
2023-07-06,upbit,1934482546.318974
2023-07-07,upbit,1698691391.0462775
2023-07-08,upbit,888839892.7991687
2023-07-09,upbit,846995055.6557846
2023-07-10,upbit,1280139203.3259642
2023-07-11,upbit,1805487985.734472
2023-07-12,upbit,1553174255.950999
2023-07-13,upbit,1610762931.9388988
2023-07-14,upbit,5713707557.969263
2023-07-15,upbit,3068883028.1284504
2023-07-16,upbit,2401884881.129642
2023-07-17,upbit,1983998914.1673625
2023-07-18,upbit,2111617550.7854657
2023-07-19,upbit,1505851223.3667004
2023-07-20,upbit,1457985358.0943687
2023-07-21,upbit,1517217906.1739323
2023-07-22,upbit,1264935346.8312967
2023-07-23,upbit,1654182156.8684597
2023-07-24,upbit,1379110225.7139566
2023-07-25,upbit,1809511311.728771
2023-07-26,upbit,1474838032.0781133
2023-07-27,upbit,1089314312.8117485
2023-07-28,upbit,1015171835.5448252
2023-07-29,upbit,1534585580.7276783
2023-07-30,upbit,2273497032.610117
2023-07-31,upbit,2246480628.557296
2023-08-01,upbit,1376788382.2160192
2023-08-02,upbit,1099410261.1083744
2023-08-03,upbit,1187312796.2288413
2023-08-04,upbit,1546041252.122584
2023-08-05,upbit,1595907095.6603076
2023-08-06,upbit,1053682424.0377291
2023-08-07,upbit,917329450.5701612
2023-08-08,upbit,1111655448.6447022
2023-08-09,upbit,827960326.4042354
2023-08-10,upbit,978447599.6569792
2023-08-11,upbit,778618888.3624884
2023-08-12,upbit,590777824.5738838
2023-08-13,upbit,541489103.415141
2023-08-14,upbit,691472661.2579517
2023-08-15,upbit,730806778.3935302
2023-08-16,upbit,1616976596.7795205
2023-08-17,upbit,1633687883.662784
2023-08-18,upbit,1912427855.2477868
2023-08-19,upbit,1097986289.9471235
2023-08-20,upbit,792954883.6126366
2023-08-21,upbit,744663403.5278633
2023-08-22,upbit,602619824.2612181
2023-08-23,upbit,604982914.8055048
2023-08-24,upbit,571213893.1129363
2023-08-25,upbit,792846158.8926891
2023-08-26,upbit,623923239.6843684
2023-08-27,upbit,378915777.4446317
2023-08-28,upbit,461157375.8097556
2023-08-29,upbit,413899293.5542827
2023-08-30,upbit,1517231396.1337817
2023-08-31,upbit,789312055.6945275
2023-09-01,upbit,828215428.4042839
2023-09-02,upbit,874308340.0500352
2023-09-03,upbit,1078441414.1161144
2023-09-04,upbit,743453725.2951069
2023-09-05,upbit,647963827.6090678
2023-09-06,upbit,714918795.2817067
2023-09-07,upbit,507604231.3527264
2023-09-08,upbit,551709232.2201905
2023-09-09,upbit,520746850.1181491
2023-09-10,upbit,528326140.8381244
2023-09-11,upbit,736227492.2075295
2023-09-12,upbit,858572130.8178911
2023-09-13,upbit,1266136438.4226067
2023-09-14,upbit,1228631339.8323257
2023-09-15,upbit,1629269327.9577804
2023-09-16,upbit,2147341860.392262
2023-09-17,upbit,1896382590.6799493
2023-09-18,upbit,1345901118.7645812
2023-09-19,upbit,1801931561.319248
2023-09-20,upbit,1771718437.785582
2023-09-21,upbit,1708989835.745485
2023-09-22,upbit,1587236606.4604096
2023-09-23,upbit,1521462819.174713
2023-09-24,upbit,1120594724.274572
2023-09-25,upbit,1355879175.8943744
2023-09-26,upbit,946399713.9276232
2023-09-27,upbit,961291222.6896112
2023-09-28,upbit,1193443983.576391
2023-09-29,upbit,1373764792.9753366
2023-09-30,upbit,1249236762.3116558
2023-10-01,upbit,980473659.7225788
2023-10-02,upbit,1162242715.477765
2023-10-03,upbit,1290409401.0263762
2023-10-04,upbit,1265767680.7110825
2023-10-05,upbit,781111131.7074221
2023-10-06,upbit,1044857432.6696064
2023-10-07,upbit,1430704579.8215666
2023-10-08,upbit,946938303.1964746
2023-10-09,upbit,1147732114.1845632
2023-10-10,upbit,1371517695.4201708
2023-10-11,upbit,1045210990.881248
2023-10-12,upbit,722654267.5957444
2023-10-13,upbit,1143047140.221032
2023-10-14,upbit,1158931931.6911788
2023-10-15,upbit,1934668005.962788
2023-10-16,upbit,2829037648.187934
2023-10-17,upbit,2652110953.926917
2023-10-18,upbit,3100540643.6537085
2023-10-19,upbit,2087834769.4919813
2023-10-20,upbit,2339783050.9960923
2023-10-21,upbit,1970380462.5048368
2023-10-22,upbit,1504249969.5964594
2023-10-23,upbit,1993384302.4117
2023-10-24,upbit,3359289415.946244
2023-10-25,upbit,4025886231.572088
2023-10-26,upbit,2438981293.0397425
2023-10-27,upbit,2266708546.805911
2023-10-28,upbit,1418274526.6634202
2023-10-29,upbit,2054404545.4508696
2023-10-30,upbit,2129720410.9736109
2023-10-31,upbit,2838106072.160268
2023-11-01,upbit,3745828794.6527658
2023-11-02,upbit,3212169543.104431
2023-11-03,upbit,3009937452.499735
2023-11-04,upbit,3122066099.708713
2023-11-05,upbit,4172323107.0807257
2023-11-06,upbit,3694931527.6223474
2023-11-07,upbit,2769227570.5322714
2023-11-08,upbit,2980213724.1593084
2023-11-09,upbit,3757449754.479105
2023-11-10,upbit,7130172359.362268
2023-11-11,upbit,5677365670.789133
2023-11-12,upbit,4248783685.191816
2023-11-13,upbit,3312068122.550904
2023-11-14,upbit,3615325516.890109
2023-11-15,upbit,3366908763.6182766
2023-11-16,upbit,3050398666.6496773
2023-11-17,upbit,2988535269.955139
2023-11-18,upbit,2524009799.998507
2023-11-19,upbit,1490178406.4971795
2023-11-20,upbit,1673995094.194255
2023-11-21,upbit,1762907052.568611
2023-11-22,upbit,2135205925.9310744
2023-11-23,upbit,2181467355.050846
2023-11-24,upbit,2525373812.048567
2023-11-25,upbit,2661918558.219488
2023-11-26,upbit,1809852325.180581
2023-11-27,upbit,2429459308.410737
2023-11-28,upbit,2075642476.3505027
2023-11-29,upbit,1835711490.0090103
2023-11-30,upbit,2418771369.6309443
2023-12-01,upbit,1715726086.7565472
2023-12-02,upbit,1696235342.227931
2023-12-03,upbit,1883146411.739344
2023-12-04,upbit,2773081884.249524
2023-12-05,upbit,3782484397.271845
2023-12-06,upbit,3842460554.707755
2023-12-07,upbit,3409141254.427279
2023-12-08,upbit,2932596319.172634
2023-12-09,upbit,3385589689.8171053
2023-12-10,upbit,2942176248.5229564
2023-12-11,upbit,3877745607.236898
2023-12-12,upbit,2971259891.1551027
2023-12-13,upbit,4703996689.530871
2023-12-14,upbit,2578999933.8195524
2023-12-15,upbit,2193892569.549392
2023-12-16,upbit,1889792361.5007
2023-12-17,upbit,1421906915.0221963
2023-12-18,upbit,1790566155.207626
2023-12-19,upbit,3399854159.4206605
2023-12-20,upbit,2314233609.3980937
2023-12-21,upbit,2831148677.77826
2023-12-22,upbit,3133853524.8585143
2023-12-23,upbit,2959584305.995047
2023-12-24,upbit,2799411538.2271004
2023-12-25,upbit,2932697500.2437663
2023-12-26,upbit,3454600008.579175
2023-12-27,upbit,3497860286.783616
2023-12-28,upbit,3978216100.6231513
2023-12-29,upbit,3625174005.394513
2023-12-30,upbit,3573475755.076146
2023-12-31,upbit,2435461552.6881127
2024-01-01,upbit,2517181948.2088304
2024-01-02,upbit,3509574461.167464
2024-01-03,upbit,6636736566.403853
2024-01-04,upbit,7976911793.724542
2024-01-05,upbit,3741057142.08195
2023-01-07,whitebit,694994272.6089371
2023-01-08,whitebit,179139050.38615644
2023-01-09,whitebit,691168047.2087281
2023-01-10,whitebit,623939515.1868869
2023-01-11,whitebit,475443208.02383137
2023-01-12,whitebit,677388346.7705557
2023-01-13,whitebit,1018206641.4460758
2023-01-14,whitebit,4247487800.986788
2023-01-15,whitebit,2034747356.0088327
2023-01-16,whitebit,1355173795.152012
2023-01-17,whitebit,629244959.7890828
2023-01-18,whitebit,380571037.3118345
2023-01-19,whitebit,442478721.8141815
2023-01-20,whitebit,468619433.3248944
2023-01-21,whitebit,757674327.7074333
2023-01-22,whitebit,825375601.1829606
2023-01-23,whitebit,654235478.3967807
2023-01-24,whitebit,645418164.3380481
2023-01-25,whitebit,564654407.5171939
2023-01-26,whitebit,609480897.6831182
2023-01-27,whitebit,505647965.9605101
2023-01-28,whitebit,457820045.3156588
2023-01-29,whitebit,426531076.14732295
2023-01-30,whitebit,520197177.19832855
2023-01-31,whitebit,516212760.68466
2023-02-01,whitebit,430728683.832534
2023-02-02,whitebit,493911522.7607059
2023-02-03,whitebit,396324146.64201504
2023-02-04,whitebit,330115682.5262652
2023-02-05,whitebit,235431321.1958311
2023-02-06,whitebit,298271758.9620558
2023-02-07,whitebit,242133801.54090545
2023-02-08,whitebit,342389491.2997007
2023-02-09,whitebit,301331130.5038269
2023-02-10,whitebit,360184518.0469843
2023-02-11,whitebit,283763075.4044885
2023-02-12,whitebit,207021256.05216
2023-02-13,whitebit,266397301.05532324
2023-02-14,whitebit,381210239.5039462
2023-02-15,whitebit,421104442.86849904
2023-02-16,whitebit,865940709.7180926
2023-02-17,whitebit,898811366.8342904
2023-02-18,whitebit,963871811.407178
2023-02-19,whitebit,454390731.2443609
2023-02-20,whitebit,614619674.6718175
2023-02-21,whitebit,615754032.806224
2023-02-22,whitebit,583881266.8117014
2023-02-23,whitebit,514845388.4012144
2023-02-24,whitebit,430953346.5179812
2023-02-25,whitebit,428541428.6682457
2023-02-26,whitebit,294661072.1547541
2023-02-27,whitebit,301232461.2854112
2023-02-28,whitebit,326503594.11006075
2023-03-01,whitebit,305298590.29589707
2023-03-02,whitebit,271219880.7500808
2023-03-03,whitebit,325697686.5127453
2023-03-04,whitebit,244016546.63763112
2023-03-05,whitebit,226906436.4656652
2023-03-06,whitebit,207143020.7430775
2023-03-07,whitebit,208940015.5412429
2023-03-08,whitebit,238303526.51501423
2023-03-09,whitebit,244258845.7579485
2023-03-10,whitebit,374538162.4328383
2023-03-11,whitebit,484482249.1221485
2023-03-12,whitebit,392288158.0297864
2023-03-13,whitebit,542648132.9585774
2023-03-14,whitebit,837269060.4922107
2023-03-15,whitebit,969004656.3022952
2023-03-16,whitebit,572329396.2995807
2023-03-17,whitebit,527877565.3074714
2023-03-18,whitebit,848523578.1898662
2023-03-19,whitebit,471799371.8759258
2023-03-20,whitebit,2093269733.5225043
2023-03-21,whitebit,1202815882.4275768
2023-03-22,whitebit,723848684.597595
2023-03-23,whitebit,979722416.7417957
2023-03-24,whitebit,732298739.4161228
2023-03-25,whitebit,866595939.1696554
2023-03-26,whitebit,353603168.6221019
2023-03-27,whitebit,413844699.54952216
2023-03-28,whitebit,533717860.86972034
2023-03-29,whitebit,548512469.797062
2023-03-30,whitebit,656577183.5754358
2023-03-31,whitebit,505855211.5910639
2023-04-01,whitebit,595385348.0559953
2023-04-02,whitebit,238213520.0012275
2023-04-03,whitebit,318462392.99299806
2023-04-04,whitebit,568293601.2192824
2023-04-05,whitebit,726713481.3658847
2023-04-06,whitebit,613797202.6439017
2023-04-07,whitebit,411304023.5789652
2023-04-08,whitebit,259235171.8425138
2023-04-09,whitebit,244212082.09629604
2023-04-10,whitebit,311814900.34262353
2023-04-11,whitebit,1065529029.7719656
2023-04-12,whitebit,491903877.6466381
2023-04-13,whitebit,610254926.3077582
2023-04-14,whitebit,1011095000.7222664
2023-04-15,whitebit,634858136.8457495
2023-04-16,whitebit,330878753.34859675
2023-04-17,whitebit,501162743.9210604
2023-04-18,whitebit,494287664.2126292
2023-04-19,whitebit,555035985.3406457
2023-04-20,whitebit,1102679220.0266774
2023-04-21,whitebit,698759605.0790931
2023-04-22,whitebit,775402403.8109664
2023-04-23,whitebit,384215517.3477187
2023-04-24,whitebit,480367106.7741009
2023-04-25,whitebit,535018251.6831153
2023-04-26,whitebit,598986891.5338955
2023-04-27,whitebit,1526908636.3774316
2023-04-28,whitebit,676553204.578407
2023-04-29,whitebit,415411424.96872354
2023-04-30,whitebit,295807101.510741
2023-05-01,whitebit,821652531.3132125
2023-05-02,whitebit,707455916.015014
2023-05-03,whitebit,607881025.9580514
2023-05-04,whitebit,723710754.1153321
2023-05-05,whitebit,474198060.4232771
2023-05-06,whitebit,687286495.4825467
2023-05-07,whitebit,603804726.7954108
2023-05-08,whitebit,598050685.1691885
2023-05-09,whitebit,611707859.9955635
2023-05-10,whitebit,424818054.6279293
2023-05-11,whitebit,713962613.7505155
2023-05-12,whitebit,603652325.8844457
2023-05-13,whitebit,560031134.4097735
2023-05-14,whitebit,310934005.3566848
2023-05-15,whitebit,417341606.13973343
2023-05-16,whitebit,376865590.8098076
2023-05-17,whitebit,391090270.68635714
2023-05-18,whitebit,469984725.8234412
2023-05-19,whitebit,409542626.2019615
2023-05-20,whitebit,277506930.2894196
2023-05-21,whitebit,216163453.1480379
2023-05-22,whitebit,280046819.7110003
2023-05-23,whitebit,357494288.797886
2023-05-24,whitebit,352892799.3408937
2023-05-25,whitebit,416675198.0284573
2023-05-26,whitebit,304537996.8305394
2023-05-27,whitebit,278752780.938171
2023-05-28,whitebit,278062970.1392002
2023-05-29,whitebit,525158315.1120945
2023-05-30,whitebit,357726311.7380312
2023-05-31,whitebit,407289152.4874039
2023-06-01,whitebit,387927122.4038107
2023-06-02,whitebit,367395206.5812462
2023-06-03,whitebit,318851940.4329398
2023-06-04,whitebit,213037914.1795928
2023-06-05,whitebit,344988863.7534277
2023-06-06,whitebit,612962866.5803431
2023-06-07,whitebit,638467161.7701132
2023-06-08,whitebit,481794606.4017768
2023-06-09,whitebit,360073299.7882112
2023-06-10,whitebit,894007274.6574897
2023-06-11,whitebit,642784008.1505927
2023-06-12,whitebit,424638250.7759659
2023-06-13,whitebit,409521954.07213134
2023-06-14,whitebit,392955080.35734
2023-06-15,whitebit,524143540.9394314
2023-06-16,whitebit,478198359.7635818
2023-06-17,whitebit,460727084.7105818
2023-06-18,whitebit,268206017.84307656
2023-06-19,whitebit,260984596.8293181
2023-06-20,whitebit,441216813.32175577
2023-06-21,whitebit,699967612.4509367
2023-06-22,whitebit,915178730.0115564
2023-06-23,whitebit,582528949.9783733
2023-06-24,whitebit,880958924.8579144
2023-06-25,whitebit,524337676.88378936
2023-06-26,whitebit,506619622.4603663
2023-06-27,whitebit,544481337.2624946
2023-06-28,whitebit,537304777.9359392
2023-06-29,whitebit,502912550.03873456
2023-06-30,whitebit,594778097.7060499
2023-07-01,whitebit,1154947349.8276055
2023-07-02,whitebit,432457346.6779448
2023-07-03,whitebit,468669889.3415575
2023-07-04,whitebit,572678636.7302663
2023-07-05,whitebit,367395044.0414403
2023-07-06,whitebit,483141417.977544
2023-07-07,whitebit,713457126.1487253
2023-07-08,whitebit,368895368.60720617
2023-07-09,whitebit,231938412.68653804
2023-07-10,whitebit,317302323.1581353
2023-07-11,whitebit,405366288.26545423
2023-07-12,whitebit,338202332.9588383
2023-07-13,whitebit,393280009.3096198
2023-07-14,whitebit,927345298.9147532
2023-07-15,whitebit,720615264.1286391
2023-07-16,whitebit,322576071.36315966
2023-07-17,whitebit,337934003.6723093
2023-07-18,whitebit,468528524.8110648
2023-07-19,whitebit,467471702.2106276
2023-07-20,whitebit,443343655.99474543
2023-07-21,whitebit,474973065.4668605
2023-07-22,whitebit,312516626.83036536
2023-07-23,whitebit,273869359.05300826
2023-07-24,whitebit,279711377.29513776
2023-07-25,whitebit,388309574.3807832
2023-07-26,whitebit,294552170.049888
2023-07-27,whitebit,424300263.99154377
2023-07-28,whitebit,296719424.4229664
2023-07-29,whitebit,207057578.37333652
2023-07-30,whitebit,171613633.17186797
2023-07-31,whitebit,287901277.89323044
2023-08-01,whitebit,325357085.55369246
2023-08-02,whitebit,443996451.9957064
2023-08-03,whitebit,373556153.98548913
2023-08-04,whitebit,303603041.1133484
2023-08-05,whitebit,303358146.26939243
2023-08-06,whitebit,243925912.44874573
2023-08-07,whitebit,281656961.8115765
2023-08-08,whitebit,382021281.1818623
2023-08-09,whitebit,413074292.1223663
2023-08-10,whitebit,354727677.6328875
2023-08-11,whitebit,247429890.6589996
2023-08-12,whitebit,215768887.6262052
2023-08-13,whitebit,170659791.53672644
2023-08-14,whitebit,196870700.4073233
2023-08-15,whitebit,258914033.5297705
2023-08-16,whitebit,349768527.1619273
2023-08-17,whitebit,527194284.3999283
2023-08-18,whitebit,2368208015.8546667
2023-08-19,whitebit,597569291.1243244
2023-08-20,whitebit,306685880.65335107
2023-08-21,whitebit,305225623.89673257
2023-08-22,whitebit,388247624.1673972
2023-08-23,whitebit,555401683.731004
2023-08-24,whitebit,461273651.0216766
2023-08-25,whitebit,390852431.0332617
2023-08-26,whitebit,369150596.0506506
2023-08-27,whitebit,177614331.92774436
2023-08-28,whitebit,280999872.9769269
2023-08-29,whitebit,362384816.5171422
2023-08-30,whitebit,1097536151.474292
2023-08-31,whitebit,457871000.65626144
2023-09-01,whitebit,663181694.8457662
2023-09-02,whitebit,491210501.22558784
2023-09-03,whitebit,239512533.97207195
2023-09-04,whitebit,282671601.3132162
2023-09-05,whitebit,323202447.1416382
2023-09-06,whitebit,326563359.7668716
2023-09-07,whitebit,390991723.2643454
2023-09-08,whitebit,370226086.2671812
2023-09-09,whitebit,299897302.26103735
2023-09-10,whitebit,254996210.4516504
2023-09-11,whitebit,342662476.31669146
2023-09-12,whitebit,716581495.0286907
2023-09-13,whitebit,528952015.3638615
2023-09-14,whitebit,511655970.8387227
2023-09-15,whitebit,427610986.55258006
2023-09-16,whitebit,425206662.0420017
2023-09-17,whitebit,235363708.89182183
2023-09-18,whitebit,297213782.02254444
2023-09-19,whitebit,512435347.6180272
2023-09-20,whitebit,472415140.2601828
2023-09-21,whitebit,443026200.5850146
2023-09-22,whitebit,414967657.8434768
2023-09-23,whitebit,257638189.15733805
2023-09-24,whitebit,179448911.38408569
2023-09-25,whitebit,265180806.92003152
2023-09-26,whitebit,239571892.5010109
2023-09-27,whitebit,316482383.4980658
2023-09-28,whitebit,437229460.5313065
2023-09-29,whitebit,462668269.1863001
2023-09-30,whitebit,373241636.99513566
2023-10-01,whitebit,254913219.03737852
2023-10-02,whitebit,510430040.6215078
2023-10-03,whitebit,604366653.5517327
2023-10-04,whitebit,471357537.36066806
2023-10-05,whitebit,458323460.1724928
2023-10-06,whitebit,363309929.05767
2023-10-07,whitebit,429695404.9651138
2023-10-08,whitebit,235438454.64970988
2023-10-09,whitebit,267189007.46865484
2023-10-10,whitebit,453216028.2637388
2023-10-11,whitebit,417783565.164331
2023-10-12,whitebit,331860232.3389153
2023-10-13,whitebit,351527707.879463
2023-10-14,whitebit,304446649.7215414
2023-10-15,whitebit,164741810.7577196
2023-10-16,whitebit,343050840.7035299
2023-10-17,whitebit,1142571631.930687
2023-10-18,whitebit,389493535.4098985
2023-10-19,whitebit,322785036.2181854
2023-10-20,whitebit,390056257.8574671
2023-10-21,whitebit,438177542.8776679
2023-10-22,whitebit,482784794.82103
2023-10-23,whitebit,546342070.0559388
2023-10-24,whitebit,2754075936.285541
2023-10-25,whitebit,1350600332.2064824
2023-10-26,whitebit,941402918.2296394
2023-10-27,whitebit,906498905.487372
2023-10-28,whitebit,529202488.5028324
2023-10-29,whitebit,310440593.4999981
2023-10-30,whitebit,390554123.95751387
2023-10-31,whitebit,565850965.5225935
2023-11-01,whitebit,551273531.3577816
2023-11-02,whitebit,1024095713.1673723
2023-11-03,whitebit,738729429.819943
2023-11-04,whitebit,478513487.5410554
2023-11-05,whitebit,389751842.1397206
2023-11-06,whitebit,590311774.1593223
2023-11-07,whitebit,571214045.7889478
2023-11-08,whitebit,582166869.9953889
2023-11-09,whitebit,682647297.9934245
2023-11-10,whitebit,2301447246.4266987
2023-11-11,whitebit,1034587870.1818522
2023-11-12,whitebit,704235758.6428931
2023-11-13,whitebit,639157325.4520155
2023-11-14,whitebit,724959434.4507183
2023-11-15,whitebit,735107302.4845966
2023-11-16,whitebit,725550862.3248448
2023-11-17,whitebit,707983377.6591165
2023-11-18,whitebit,568234282.8048787
2023-11-19,whitebit,304551060.03541803
2023-11-20,whitebit,313607880.50277185
2023-11-21,whitebit,511660331.51248497
2023-11-22,whitebit,1762280006.641924
2023-11-23,whitebit,1486507070.9899695
2023-11-24,whitebit,673602704.908111
2023-11-25,whitebit,1252123775.0853417
2023-11-26,whitebit,555196034.2409648
2023-11-27,whitebit,1166445580.5898724
2023-11-28,whitebit,1447708549.6451998
2023-11-29,whitebit,1553176227.0707242
2023-11-30,whitebit,1332843020.1450932
2023-12-01,whitebit,1299497378.3080578
